Commit Hash,File Name,Method Name,Method Code,Commit Link
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getBoundingBoxCenterPoint,"	public WGS84Point getBoundingBoxCenterPoint() {
		double centerLatitude = (boundingBox[0].latitude + boundingBox[1].latitude) / 2;
		double centerLongitude = (boundingBox[0].longitude + boundingBox[1].longitude) / 2;
		return new WGS84Point(centerLatitude, centerLongitude);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getBoundingBoxPoints,"	public WGS84Point[] getBoundingBoxPoints() {
		return boundingBox;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,toString,"	public String toString() {
		return String.format(""%s -> (%d,%d)"", longToBitString(bits), 0, 0);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,mask,"	public final long mask() {
		if (significantBits == 0) {
			return 0;",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getNorthernNeighbour,"	protected GeoHash getNorthernNeighbour() {
		long[] latitudeBits = getRightAlignedLatitudeBits();
		long[] longitudeBits = getRightAlignedLongitudeBits();
		latitudeBits[0] -= 1;
		latitudeBits[0] = maskLastNBits(latitudeBits[0], latitudeBits[1]);
		return recombineLatLonBitsToHash(latitudeBits, longitudeBits);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getSouthernNeighbour,"	protected GeoHash getSouthernNeighbour(){
		long[] latBits = getRightAlignedLatitudeBits();
		long[] lonBits = getRightAlignedLongitudeBits();
		latBits[0] += 1;
		latBits[0] = maskLastNBits(latBits[0], latBits[1]);
		return recombineLatLonBitsToHash(latBits, lonBits);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getEasternNeighbour,"	protected GeoHash getEasternNeighbour(){
		long[] latBits = getRightAlignedLatitudeBits();
		long[] lonBits = getRightAlignedLongitudeBits();
		lonBits[0] += 1;
		lonBits[0] = maskLastNBits(lonBits[0], lonBits[1]);
		return recombineLatLonBitsToHash(latBits, lonBits);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getWesternNeighbour,"	protected GeoHash getWesternNeighbour(){
		long[] latBits = getRightAlignedLatitudeBits();
		long[] lonBits = getRightAlignedLongitudeBits();
		lonBits[0] -= 1;
		lonBits[0] = maskLastNBits(lonBits[0], lonBits[1]);
		return recombineLatLonBitsToHash(latBits, lonBits);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,recombineLatLonBitsToHash,"	protected GeoHash recombineLatLonBitsToHash(long[] latBits, long[] lonBits) {
		GeoHash hash = new GeoHash();
		boolean isEvenBit = false;
		latBits[0] <<= (64 - latBits[1]);
		lonBits[0] <<= (64 - lonBits[1]);
		for (int i = 0; i < latBits[1] + lonBits[1]; i++) {
			if (isEvenBit) {
				if ((latBits[0] & FIRST_BIT_FLAGGED) == FIRST_BIT_FLAGGED) {
					hash.addOnBitToEnd();
				} else {
					hash.addOffBitToEnd();
				}
				latBits[0] <<= 1;
			} else {
				if ((lonBits[0] & FIRST_BIT_FLAGGED) == FIRST_BIT_FLAGGED) {
					hash.addOnBitToEnd();
				} else {
					hash.addOffBitToEnd();
				}
				lonBits[0] <<= 1;
			}
			isEvenBit = !isEvenBit;
		}
		hash.bits <<= (64 - hash.significantBits);
		return hash;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,maskLastNBits,"	private long maskLastNBits(long value, long n) {
		long mask = 0xffffffffffffffffl;
		mask >>>= (64 - n);
		return value & mask;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getRightAlignedLatitudeBits,"	protected long[] getRightAlignedLatitudeBits() {
		long value = 0;
		long copyOfBits = bits;
		copyOfBits <<= 1;
		int numberOfBits = getNumberOfLatLonBits()[0];
		for (int i = 0; i < numberOfBits; i++) {
			if ((copyOfBits & FIRST_BIT_FLAGGED) == FIRST_BIT_FLAGGED) {
				value |= 0x1;
			}
			value <<= 1;
			copyOfBits <<= 2;
		}
		value >>>= 1;
		return new long[] { value, numberOfBits };
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getRightAlignedLongitudeBits,"	protected long[] getRightAlignedLongitudeBits() {
		long value = 0;
		long copyOfBits = bits;
		int numberOfBits = getNumberOfLatLonBits()[1];
		for (int i = 0; i < numberOfBits; i++) {
			if ((copyOfBits & FIRST_BIT_FLAGGED) == FIRST_BIT_FLAGGED) {
				value |= 0x1;
			}
			value <<= 1;
			copyOfBits <<= 2;
		}
		value >>>= 1;
		return new long[] { value, numberOfBits };
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,getNumberOfLatLonBits,"	protected int[] getNumberOfLatLonBits() {
		if (significantBits % 2 == 0) {
			return new int[] { significantBits / 2, significantBits / 2 };",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,addOnBitToEnd,"	protected final void addOnBitToEnd() {
		significantBits++;
		bits <<= 1;
		bits = bits | 0x1;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,addOffBitToEnd,"	protected final void addOffBitToEnd() {
		significantBits++;
		bits <<= 1;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,longToBitString,"	protected static String longToBitString(long value) {
		StringBuffer buf = new StringBuffer();
		for (int i = 64; i > 0; i--) {
			long bit = value & FIRST_BIT_FLAGGED;
			if (bit == FIRST_BIT_FLAGGED) {
				buf.append('1');
			} else {
				buf.append('0');
			}
			value <<= 1;
		}
		return buf.toString();
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHash.java,highCapDesiredPrecision,"	private void highCapDesiredPrecision(int desiredPrecision) {
		if (desiredPrecision > 64)
			desiredPrecision = 64;",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84Point.java,getLatitude,"	public double getLatitude() {
		return latitude;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84Point.java,moveInDirection,"	public static WGS84Point moveInDirection(WGS84Point point,
			double bearingInDegrees, double distanceInMeters) {

		if (bearingInDegrees < 0 || bearingInDegrees > 360) {
			throw new IllegalArgumentException(""direction must be in (0,360)"");
		}

		double a = 6378137, b = 6356752.3142, f = 1 / 298.257223563; // WGS-84
		// ellipsiod
		double alpha1 = bearingInDegrees * degToRad;
		double sinAlpha1 = Math.sin(alpha1), cosAlpha1 = Math.cos(alpha1);

		double tanU1 = (1 - f) * Math.tan(point.latitude * degToRad);
		double cosU1 = 1 / Math.sqrt((1 + tanU1 * tanU1)), sinU1 = tanU1
				* cosU1;
		double sigma1 = Math.atan2(tanU1, cosAlpha1);
		double sinAlpha = cosU1 * sinAlpha1;
		double cosSqAlpha = 1 - sinAlpha * sinAlpha;
		double uSq = cosSqAlpha * (a * a - b * b) / (b * b);
		double A = 1 + uSq / 16384
				* (4096 + uSq * (-768 + uSq * (320 - 175 * uSq)));
		double B = uSq / 1024 * (256 + uSq * (-128 + uSq * (74 - 47 * uSq)));

		double sinSigma = 0, cosSigma = 0, cos2SigmaM = 0;
		double sigma = distanceInMeters / (b * A), sigmaP = 2 * Math.PI;
		while (Math.abs(sigma - sigmaP) > 1e-12) {
			cos2SigmaM = Math.cos(2 * sigma1 + sigma);
			sinSigma = Math.sin(sigma);
			cosSigma = Math.cos(sigma);
			double deltaSigma = B
					* sinSigma
					* (cos2SigmaM + B
							/ 4
							* (cosSigma * (-1 + 2 * cos2SigmaM * cos2SigmaM) - B
									/ 6
									* cos2SigmaM
									* (-3 + 4 * sinSigma * sinSigma)
									* (-3 + 4 * cos2SigmaM * cos2SigmaM)));
			sigmaP = sigma;
			sigma = distanceInMeters / (b * A) + deltaSigma;
		}

		double tmp = sinU1 * sinSigma - cosU1 * cosSigma * cosAlpha1;
		double lat2 = Math.atan2(sinU1 * cosSigma + cosU1 * sinSigma
				* cosAlpha1, (1 - f)
				* Math.sqrt(sinAlpha * sinAlpha + tmp * tmp));
		double lambda = Math.atan2(sinSigma * sinAlpha1, cosU1 * cosSigma
				- sinU1 * sinSigma * cosAlpha1);
		double C = f / 16 * cosSqAlpha * (4 + f * (4 - 3 * cosSqAlpha));
		double L = lambda
				- (1 - C)
				* f
				* sinAlpha
				* (sigma + C
						* sinSigma
						* (cos2SigmaM + C * cosSigma
								* (-1 + 2 * cos2SigmaM * cos2SigmaM)));

		return new WGS84Point(lat2 / degToRad, point.longitude + L / degToRad);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84Point.java,distanceInMeters,"	public static double distanceInMeters(WGS84Point foo, WGS84Point bar) {
		double a = 6378137, b = 6356752.3142, f = 1 / 298.257223563; // WGS-84
		// ellipsiod
		double L = (bar.longitude - foo.longitude) * degToRad;
		double U1 = Math.atan((1 - f) * Math.tan(foo.latitude * degToRad));
		double U2 = Math.atan((1 - f) * Math.tan(bar.latitude * degToRad));
		double sinU1 = Math.sin(U1), cosU1 = Math.cos(U1);
		double sinU2 = Math.sin(U2), cosU2 = Math.cos(U2);

		double cosSqAlpha, sinSigma, cos2SigmaM, cosSigma, sigma;

		double lambda = L, lambdaP, iterLimit = 20;
		do {
			double sinLambda = Math.sin(lambda), cosLambda = Math.cos(lambda);
			sinSigma = Math.sqrt((cosU2 * sinLambda) * (cosU2 * sinLambda)
					+ (cosU1 * sinU2 - sinU1 * cosU2 * cosLambda)
					* (cosU1 * sinU2 - sinU1 * cosU2 * cosLambda));
			if (sinSigma == 0)
				return 0; // co-incident points
			cosSigma = sinU1 * sinU2 + cosU1 * cosU2 * cosLambda;
			sigma = Math.atan2(sinSigma, cosSigma);
			double sinAlpha = cosU1 * cosU2 * sinLambda / sinSigma;
			cosSqAlpha = 1 - sinAlpha * sinAlpha;
			cos2SigmaM = cosSigma - 2 * sinU1 * sinU2 / cosSqAlpha;
			if (cos2SigmaM == Double.NaN)
				cos2SigmaM = 0; // equatorial line: cosSqAlpha=0 (6)
			double C = f / 16 * cosSqAlpha * (4 + f * (4 - 3 * cosSqAlpha));
			lambdaP = lambda;
			lambda = L
					+ (1 - C)
					* f
					* sinAlpha
					* (sigma + C
							* sinSigma
							* (cos2SigmaM + C * cosSigma
									* (-1 + 2 * cos2SigmaM * cos2SigmaM)));
		} while (Math.abs(lambda - lambdaP) > EPSILON && --iterLimit > 0);

		if (iterLimit == 0)
			return Double.NaN;
		double uSquared = cosSqAlpha * (a * a - b * b) / (b * b);
		double A = 1
				+ uSquared
				/ 16384
				* (4096 + uSquared * (-768 + uSquared * (320 - 175 * uSquared)));
		double B = uSquared / 1024
				* (256 + uSquared * (-128 + uSquared * (74 - 47 * uSquared)));
		double deltaSigma = B
				* sinSigma
				* (cos2SigmaM + B
						/ 4
						* (cosSigma * (-1 + 2 * cos2SigmaM * cos2SigmaM) - B
								/ 6 * cos2SigmaM
								* (-3 + 4 * sinSigma * sinSigma)
								* (-3 + 4 * cos2SigmaM * cos2SigmaM)));
		double s = b * A * (sigma - deltaSigma);

		return s;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84Point.java,getLongitude,"	public double getLongitude() {
		return longitude;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84Point.java,toString,"	public String toString() {
		return String.format(""(%f,%f)"", latitude, longitude);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84Point.java,equals,"	public boolean equals(Object obj) {
		if (obj instanceof WGS84Point) {
			WGS84Point other = (WGS84Point) obj;
			return latitude == other.latitude && longitude == other.longitude;
		}
		return false;
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,setUp,"	public void setUp() {
		hash = new GeoHash();
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testAddingOnes,"	public void testAddingOnes() {
		hash.addOnBitToEnd();
		Assert.assertEquals(0x1l, hash.bits);
		Assert.assertEquals(1, hash.significantBits());
		hash.addOnBitToEnd();
		hash.addOnBitToEnd();
		hash.addOnBitToEnd();
		Assert.assertEquals(0xfl, hash.bits);
		Assert.assertEquals(4, hash.significantBits());
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testAddingZeroes,"	public void testAddingZeroes() {
		hash.addOnBitToEnd();
		Assert.assertEquals(0x1l, hash.bits);

		hash.addOffBitToEnd();
		hash.addOffBitToEnd();
		hash.addOffBitToEnd();
		hash.addOffBitToEnd();
		Assert.assertEquals(0x10l, hash.bits);
		Assert.assertEquals(5, hash.significantBits());
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testLongToBitString,"	public void testLongToBitString() {
		hash.bits = 0x5555555555555555l;
		Assert
				.assertEquals(",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testToBase32,"	public void testToBase32() {
		hash.bits = 0x6ff0414000000000l;
		hash.significantBits = 25;

		String base32 = hash.toBase32();
		Assert.assertEquals(""ezs42"", base32);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testWithin,"	public void testWithin() {
		hash.bits = 0x6ff0414000000000l;
		hash.significantBits = 25;
		System.out.println(hash);
		System.out.println(hash.toBase32());
		Assert.assertEquals(""ezs42"", hash.toBase32());

		GeoHash bbox = new GeoHash();
		bbox.bits = 0x6ff0000000000000l;
		bbox.significantBits = 12;

		Assert.assertTrue(hash.toBase32() + "" should be within ""
				+ bbox.toBase32(), hash.within(bbox));",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testNotWithin,"	public void testNotWithin() {
		hash.bits = 0x6ff0414000000000l;
		hash.significantBits = 25;
		Assert.assertEquals(""ezs42"", hash.toBase32());

		GeoHash bbox = new GeoHash();
		bbox.bits = 0x6fc0000000000000l;
		bbox.significantBits = 12;

		Assert.assertFalse(hash.toBase32() + "" should NOT be within ""
				+ bbox.toBase32(), hash.within(bbox));",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testConstructorWithBitPrecision,"	public void testConstructorWithBitPrecision() {
		GeoHash hash1 = GeoHash.withBitPrecision(45, 120, 20);
		Assert.assertEquals(hash1.significantBits, 20);
		System.out.println(hash1);
		System.out.println(hash1.toBase32());

		GeoHash hash2 = GeoHash.withBitPrecision(45, 120, 55);
		Assert.assertEquals(hash2.significantBits, 55);
		System.out.println(hash2);
		System.out.println(hash2.toBase32());

		Assert.assertTrue(hash2.within(hash1));

		// this should match Dave Troys Codebase. This is also his maximum
		// accuracy (12 5-nibbles).
		GeoHash hash3 = GeoHash.withBitPrecision(20, 31, 60);
		Assert.assertEquals(""sew1c2vs2q5r"", hash3.toBase32());
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testLatLonBoundingBoxes,"	public void testLatLonBoundingBoxes() {
		hash = GeoHash.withBitPrecision(40, 120, 10);
		System.out.println(hash.toBase32());
		printBoundingBox(hash);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testByCharacterPrecision,"	public void testByCharacterPrecision() {
		hash = GeoHash.withCharacterPrecision(20, 31, 12);
		Assert.assertEquals(""sew1c2vs2q5r"", hash.toBase32());

		hash = GeoHash.withCharacterPrecision(-20, 31, 12);
		Assert.assertEquals(""ksqn1rje83g2"", hash.toBase32());

		hash = GeoHash.withCharacterPrecision(-20.783236276, 31.9867127312312,
				12);
		Assert.assertEquals(""ksq9zbs0b7vw"", hash.toBase32());

		hash = GeoHash.withCharacterPrecision(-76.5110040642321,
				39.0247389581054, 12);
		Assert.assertEquals(""hf7u8p8gn747"", hash.toBase32());

		hash = GeoHash.withCharacterPrecision(-76.5110040642321,
				39.0247389581054, 8);
		Assert.assertEquals(""hf7u8p8g"", hash.toBase32());

		hash = GeoHash.withCharacterPrecision(-76.5110040642321,
				39.0247389581054, 4);
		Assert.assertEquals(""hf7u"", hash.toBase32());
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testGetLatitudeBits,"	public void testGetLatitudeBits() {
		hash = GeoHash.withBitPrecision(30, 30, 16);
		long[] latitudeBits = hash.getRightAlignedLatitudeBits();
		Assert.assertEquals(0xaal, latitudeBits[0]);
		Assert.assertEquals(8, latitudeBits[1]);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testGetLongitudeBits,"	public void testGetLongitudeBits() {
		hash = GeoHash.withBitPrecision(30, 30, 16);
		long[] longitudeBits = hash.getRightAlignedLongitudeBits();
		Assert.assertEquals(0x95l, longitudeBits[0]);
		Assert.assertEquals(8, longitudeBits[1]);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,testNeighbourLocationCode,"	public void testNeighbourLocationCode() {
		// set up corner case
		hash.bits = 0xc400000000000000l;
		hash.significantBits = 7;
		System.out.println(hash);

		long[] lonBits = hash.getRightAlignedLongitudeBits();
		Assert.assertEquals(0x8, lonBits[0]);
		Assert.assertEquals(4, lonBits[1]);

		long[] latBits = hash.getRightAlignedLatitudeBits();
		Assert.assertEquals(0x5, latBits[0]);
		Assert.assertEquals(3, latBits[1]);

		GeoHash north = hash.getNorthernNeighbour();
		Assert.assertEquals(0xc000000000000000l, north.bits);
		Assert.assertEquals(7, north.significantBits);

		GeoHash south = hash.getSouthernNeighbour();
		Assert.assertEquals(0xd000000000000000l, south.bits);
		Assert.assertEquals(7, south.significantBits());

		GeoHash east = hash.getEasternNeighbour();
		Assert.assertEquals(0xc600000000000000l, east.bits);

		// NOTE: this is actually a corner case!
		GeoHash west = hash.getWesternNeighbour();
		Assert.assertEquals(0x6e00000000000000l, west.bits);

		// NOTE: and now, for the most extreme corner case in 7-bit geohash-land
		hash.bits = 0xfe00000000000000l;

		east = hash.getEasternNeighbour();
		Assert.assertEquals(0x5400000000000000l, east.bits);
		
		// and then from there, just a little south of sanity...
		south = east.getSouthernNeighbour();
		Assert.assertEquals(0x0l, south.bits);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,GeoHashTest.java,printBoundingBox,"	private void printBoundingBox(GeoHash hash) {
		System.out.println(""Bounding Box: \ncenter =""
				+ hash.getBoundingBoxCenterPoint());
		System.out.print(""corners="");
		System.out
				.println(String.format(""%s,%s"", hash.getBoundingBoxPoints()[0],",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84PointTest.java,setUp,"	public void setUp() {

	}

	@Test
	public void testVincenty() {
		WGS84Point startPoint = new WGS84Point(40, 40);

		int distanceInMeters = 10000;
		WGS84Point result = WGS84Point.moveInDirection(startPoint, 120,
				distanceInMeters);
		Assert.assertEquals(40.10134882, result.longitude, DELTA);
		Assert.assertEquals(39.9549245, result.latitude, DELTA);

		Assert.assertEquals(distanceInMeters, WGS84Point.distanceInMeters(
				startPoint, result), DELTA);
		
		
		WGS84Point p1 = new WGS84Point(1,1);
		int tenThousandKilometers = 10000000;
		WGS84Point p2 = WGS84Point.moveInDirection(p1, 270, tenThousandKilometers);
		System.out.println(p2);
		Assert.assertEquals(tenThousandKilometers, WGS84Point.distanceInMeters(p1, p2), DELTA);
	}
}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
ab6a11564c138af0ec9987c23922e5a96080108b,WGS84PointTest.java,testVincenty,"	public void testVincenty() {
		WGS84Point startPoint = new WGS84Point(40, 40);

		int distanceInMeters = 10000;
		WGS84Point result = WGS84Point.moveInDirection(startPoint, 120,
				distanceInMeters);
		Assert.assertEquals(40.10134882, result.longitude, DELTA);
		Assert.assertEquals(39.9549245, result.latitude, DELTA);

		Assert.assertEquals(distanceInMeters, WGS84Point.distanceInMeters(
				startPoint, result), DELTA);
		
		
		WGS84Point p1 = new WGS84Point(1,1);
		int tenThousandKilometers = 10000000;
		WGS84Point p2 = WGS84Point.moveInDirection(p1, 270, tenThousandKilometers);
		System.out.println(p2);
		Assert.assertEquals(tenThousandKilometers, WGS84Point.distanceInMeters(p1, p2), DELTA);
	}",https://www.github.com/kungfoo/geohash-java/commit/ab6a11564c138af0ec9987c23922e5a96080108b
52dc613c27fdc954abaab97e02a40a111ad256e5,GeoHash.java,withCharacterPrecision,"	public static GeoHash withCharacterPrecision(double latitude,
			double longitude, int numberOfCharacters) {
		int desiredPrecision = (numberOfCharacters * 5 <= 60) ? numberOfCharacters * 5
				: 60;
		return new GeoHash(latitude, longitude, desiredPrecision);
	}",https://www.github.com/kungfoo/geohash-java/commit/52dc613c27fdc954abaab97e02a40a111ad256e5
52dc613c27fdc954abaab97e02a40a111ad256e5,GeoHash.java,withBitPrecision,"	public static GeoHash withBitPrecision(double latitude, double longitude,
			int numberOfBits) {
		return new GeoHash(latitude, longitude, numberOfBits);
	}",https://www.github.com/kungfoo/geohash-java/commit/52dc613c27fdc954abaab97e02a40a111ad256e5
